date,region,channel,category,revenue,cost,profit,units_sold,satisfaction_score,segment
2025-03-27,East,Online,Fashion,52694,35831.92,16862.08,694,4.4,Enterprise
2025-03-28,West,Retail,Office,52695,35832.6,16862.4,695,4.5,SMB
2025-03-01,North,Wholesale,Electronics,52696,35833.28,16862.72,696,4.6,Consumer
2025-03-02,South,Online,Home,52697,35833.96,16863.04,697,4.7,Enterprise
2025-03-03,East,Retail,Fashion,52698,35834.64,16863.36,698,4.8,SMB
2025-03-04,West,Wholesale,Office,52699,35835.32,16863.68,699,4.9,Consumer
2025-03-05,North,Online,Electronics,52700,35836.0,16864.0,700,3.5,Enterprise
2025-03-06,South,Retail,Home,52701,35836.68,16864.32,701,3.6,SMB
2025-03-07,East,Wholesale,Fashion,52702,35837.36,16864.64,702,3.7,Consumer
2025-03-08,West,Online,Office,52703,35838.04,16864.96,703,3.8,Enterprise
2025-03-09,North,Retail,Electronics,52704,35838.72,16865.28,704,3.9,SMB
2025-03-10,South,Wholesale,Home,52705,35839.4,16865.6,705,4.0,Consumer
2025-03-11,East,Online,Fashion,52706,35840.08,16865.92,706,4.1,Enterprise
2025-03-12,West,Retail,Office,52707,35840.76,16866.24,707,4.2,SMB
2025-03-13,North,Wholesale,Electronics,52708,35841.44,16866.56,708,4.3,Consumer
2025-03-14,South,Online,Home,52709,35842.12,16866.88,709,4.4,Enterprise
2025-03-15,East,Retail,Fashion,52710,35842.8,16867.2,710,4.5,SMB
2025-03-16,West,Wholesale,Office,52711,35843.48,16867.52,711,4.6,Consumer
2025-03-17,North,Online,Electronics,52712,35844.16,16867.84,712,4.7,Enterprise
2025-03-18,South,Retail,Home,52713,35844.84,16868.16,713,4.8,SMB
2025-03-19,East,Wholesale,Fashion,52714,35845.52,16868.48,714,4.9,Consumer
2025-03-20,West,Online,Office,52715,35846.2,16868.8,715,3.5,Enterprise
2025-03-21,North,Retail,Electronics,52716,35846.88,16869.12,716,3.6,SMB
2025-03-22,South,Wholesale,Home,52717,35847.56,16869.44,717,3.7,Consumer
2025-03-23,East,Online,Fashion,52718,35848.24,16869.76,718,3.8,Enterprise
2025-03-24,West,Retail,Office,52719,35848.92,16870.08,719,3.9,SMB
2025-03-25,North,Wholesale,Electronics,52720,35849.6,16870.4,720,4.0,Consumer
2025-03-26,South,Online,Home,52721,35850.28,16870.72,721,4.1,Enterprise
2025-03-27,East,Retail,Fashion,52722,35850.96,16871.04,722,4.2,SMB
2025-03-28,West,Wholesale,Office,52723,35851.64,16871.36,723,4.3,Consumer
2025-03-01,North,Online,Electronics,52724,35852.32,16871.68,724,4.4,Enterprise
2025-03-02,South,Retail,Home,52725,35853.0,16872.0,725,4.5,SMB
2025-03-03,East,Wholesale,Fashion,52726,35853.68,16872.32,726,4.6,Consumer
2025-03-04,West,Online,Office,52727,35854.36,16872.64,727,4.7,Enterprise
2025-03-05,North,Retail,Electronics,52728,35855.04,16872.96,728,4.8,SMB
2025-03-06,South,Wholesale,Home,52729,35855.72,16873.28,729,4.9,Consumer
2025-03-07,East,Online,Fashion,52730,35856.4,16873.6,730,3.5,Enterprise
2025-03-08,West,Retail,Office,52731,35857.08,16873.92,731,3.6,SMB
2025-03-09,North,Wholesale,Electronics,52732,35857.76,16874.24,732,3.7,Consumer
2025-03-10,South,Online,Home,52733,35858.44,16874.56,733,3.8,Enterprise
2025-03-11,East,Retail,Fashion,52734,35859.12,16874.88,734,3.9,SMB
2025-03-12,West,Wholesale,Office,52735,35859.8,16875.2,735,4.0,Consumer
2025-03-13,North,Online,Electronics,52736,35860.48,16875.52,736,4.1,Enterprise
2025-03-14,South,Retail,Home,52737,35861.16,16875.84,737,4.2,SMB
2025-03-15,East,Wholesale,Fashion,52738,35861.84,16876.16,738,4.3,Consumer
2025-03-16,West,Online,Office,52739,35862.52,16876.48,739,4.4,Enterprise
2025-03-17,North,Retail,Electronics,52740,35863.2,16876.8,740,4.5,SMB
2025-03-18,South,Wholesale,Home,52741,35863.88,16877.12,741,4.6,Consumer
2025-03-19,East,Online,Fashion,52742,35864.56,16877.44,742,4.7,Enterprise
2025-03-20,West,Retail,Office,52743,35865.24,16877.76,743,4.8,SMB
2025-03-21,North,Wholesale,Electronics,52744,35865.92,16878.08,744,4.9,Consumer
2025-03-22,South,Online,Home,52745,35866.6,16878.4,745,3.5,Enterprise
2025-03-23,East,Retail,Fashion,52746,35867.28,16878.72,746,3.6,SMB
2025-03-24,West,Wholesale,Office,52747,35867.96,16879.04,747,3.7,Consumer
2025-03-25,North,Online,Electronics,52748,35868.64,16879.36,748,3.8,Enterprise
2025-03-26,South,Retail,Home,52749,35869.32,16879.68,749,3.9,SMB
2025-03-27,East,Wholesale,Fashion,52750,35870.0,16880.0,750,4.0,Consumer
2025-03-28,West,Online,Office,52751,35870.68,16880.32,751,4.1,Enterprise
2025-03-01,North,Retail,Electronics,52752,35871.36,16880.64,752,4.2,SMB
2025-03-02,South,Wholesale,Home,52753,35872.04,16880.96,753,4.3,Consumer
2025-03-03,East,Online,Fashion,52754,35872.72,16881.28,754,4.4,Enterprise
2025-03-04,West,Retail,Office,52755,35873.4,16881.6,755,4.5,SMB
2025-03-05,North,Wholesale,Electronics,52756,35874.08,16881.92,756,4.6,Consumer
2025-03-06,South,Online,Home,52757,35874.76,16882.24,757,4.7,Enterprise
2025-03-07,East,Retail,Fashion,52758,35875.44,16882.56,758,4.8,SMB
2025-03-08,West,Wholesale,Office,52759,35876.12,16882.88,759,4.9,Consumer
2025-03-09,North,Online,Electronics,52760,35876.8,16883.2,760,3.5,Enterprise
2025-03-10,South,Retail,Home,52761,35877.48,16883.52,761,3.6,SMB
2025-03-11,East,Wholesale,Fashion,52762,35878.16,16883.84,762,3.7,Consumer
2025-03-12,West,Online,Office,52763,35878.84,16884.16,763,3.8,Enterprise
2025-03-13,North,Retail,Electronics,52764,35879.52,16884.48,764,3.9,SMB
2025-03-14,South,Wholesale,Home,52765,35880.2,16884.8,765,4.0,Consumer
2025-03-15,East,Online,Fashion,52766,35880.88,16885.12,766,4.1,Enterprise
2025-03-16,West,Retail,Office,52767,35881.56,16885.44,767,4.2,SMB
2025-03-17,North,Wholesale,Electronics,52768,35882.24,16885.76,768,4.3,Consumer
2025-03-18,South,Online,Home,52769,35882.92,16886.08,769,4.4,Enterprise
2025-03-19,East,Retail,Fashion,52770,35883.6,16886.4,770,4.5,SMB
2025-03-20,West,Wholesale,Office,52771,35884.28,16886.72,771,4.6,Consumer
2025-03-21,North,Online,Electronics,52772,35884.96,16887.04,772,4.7,Enterprise
2025-03-22,South,Retail,Home,52773,35885.64,16887.36,773,4.8,SMB
2025-03-23,East,Wholesale,Fashion,52774,35886.32,16887.68,774,4.9,Consumer
2025-03-24,West,Online,Office,52775,35887.0,16888.0,775,3.5,Enterprise
2025-03-25,North,Retail,Electronics,52776,35887.68,16888.32,776,3.6,SMB
2025-03-26,South,Wholesale,Home,52777,35888.36,16888.64,777,3.7,Consumer
2025-03-27,East,Online,Fashion,52778,35889.04,16888.96,778,3.8,Enterprise
2025-03-28,West,Retail,Office,52779,35889.72,16889.28,779,3.9,SMB
2025-03-01,North,Wholesale,Electronics,52780,35890.4,16889.6,780,4.0,Consumer
2025-03-02,South,Online,Home,52781,35891.08,16889.92,781,4.1,Enterprise
2025-03-03,East,Retail,Fashion,52782,35891.76,16890.24,782,4.2,SMB
2025-03-04,West,Wholesale,Office,52783,35892.44,16890.56,783,4.3,Consumer
2025-03-05,North,Online,Electronics,52784,35893.12,16890.88,784,4.4,Enterprise
2025-03-06,South,Retail,Home,52785,35893.8,16891.2,785,4.5,SMB
2025-03-07,East,Wholesale,Fashion,52786,35894.48,16891.52,786,4.6,Consumer
2025-03-08,West,Online,Office,52787,35895.16,16891.84,787,4.7,Enterprise
2025-03-09,North,Retail,Electronics,52788,35895.84,16892.16,788,4.8,SMB
2025-03-10,South,Wholesale,Home,52789,35896.52,16892.48,789,4.9,Consumer
2025-03-11,East,Online,Fashion,52790,35897.2,16892.8,790,3.5,Enterprise
2025-03-12,West,Retail,Office,52791,35897.88,16893.12,791,3.6,SMB
2025-03-13,North,Wholesale,Electronics,52792,35898.56,16893.44,792,3.7,Consumer
2025-03-14,South,Online,Home,52793,35899.24,16893.76,793,3.8,Enterprise
2025-03-15,East,Retail,Fashion,52794,35899.92,16894.08,794,3.9,SMB
2025-03-16,West,Wholesale,Office,52795,35900.6,16894.4,795,4.0,Consumer
2025-03-17,North,Online,Electronics,52796,35901.28,16894.72,796,4.1,Enterprise
2025-03-18,South,Retail,Home,52797,35901.96,16895.04,797,4.2,SMB
2025-03-19,East,Wholesale,Fashion,52798,35902.64,16895.36,798,4.3,Consumer
2025-03-20,West,Online,Office,52799,35903.32,16895.68,799,4.4,Enterprise
2025-03-21,North,Retail,Electronics,52800,35904.0,16896.0,800,4.5,SMB
2025-03-22,South,Wholesale,Home,52801,35904.68,16896.32,801,4.6,Consumer
2025-03-23,East,Online,Fashion,52802,35905.36,16896.64,802,4.7,Enterprise
2025-03-24,West,Retail,Office,52803,35906.04,16896.96,803,4.8,SMB
2025-03-25,North,Wholesale,Electronics,52804,35906.72,16897.28,804,4.9,Consumer
2025-03-26,South,Online,Home,52805,35907.4,16897.6,805,3.5,Enterprise
2025-03-27,East,Retail,Fashion,52806,35908.08,16897.92,806,3.6,SMB
2025-03-28,West,Wholesale,Office,52807,35908.76,16898.24,807,3.7,Consumer
2025-03-01,North,Online,Electronics,52808,35909.44,16898.56,808,3.8,Enterprise
2025-03-02,South,Retail,Home,52809,35910.12,16898.88,809,3.9,SMB
2025-03-03,East,Wholesale,Fashion,52810,35910.8,16899.2,810,4.0,Consumer
2025-03-04,West,Online,Office,52811,35911.48,16899.52,811,4.1,Enterprise
2025-03-05,North,Retail,Electronics,52812,35912.16,16899.84,812,4.2,SMB
2025-03-06,South,Wholesale,Home,52813,35912.84,16900.16,813,4.3,Consumer
2025-03-07,East,Online,Fashion,52814,35913.52,16900.48,814,4.4,Enterprise
2025-03-08,West,Retail,Office,52815,35914.2,16900.8,815,4.5,SMB
2025-03-09,North,Wholesale,Electronics,52816,35914.88,16901.12,816,4.6,Consumer
2025-03-10,South,Online,Home,52817,35915.56,16901.44,817,4.7,Enterprise
2025-03-11,East,Retail,Fashion,52818,35916.24,16901.76,818,4.8,SMB
2025-03-12,West,Wholesale,Office,52819,35916.92,16902.08,819,4.9,Consumer
2025-03-13,North,Online,Electronics,52820,35917.6,16902.4,820,3.5,Enterprise
2025-03-14,South,Retail,Home,52821,35918.28,16902.72,821,3.6,SMB
2025-03-15,East,Wholesale,Fashion,52822,35918.96,16903.04,822,3.7,Consumer
2025-03-16,West,Online,Office,52823,35919.64,16903.36,823,3.8,Enterprise
2025-03-17,North,Retail,Electronics,52824,35920.32,16903.68,824,3.9,SMB
2025-03-18,South,Wholesale,Home,52825,35921.0,16904.0,825,4.0,Consumer
2025-03-19,East,Online,Fashion,52826,35921.68,16904.32,826,4.1,Enterprise
2025-03-20,West,Retail,Office,52827,35922.36,16904.64,827,4.2,SMB
2025-03-21,North,Wholesale,Electronics,52828,35923.04,16904.96,828,4.3,Consumer
2025-03-22,South,Online,Home,52829,35923.72,16905.28,829,4.4,Enterprise
2025-03-23,East,Retail,Fashion,52830,35924.4,16905.6,830,4.5,SMB
2025-03-24,West,Wholesale,Office,52831,35925.08,16905.92,831,4.6,Consumer
2025-03-25,North,Online,Electronics,52832,35925.76,16906.24,832,4.7,Enterprise
2025-03-26,South,Retail,Home,52833,35926.44,16906.56,833,4.8,SMB
2025-03-27,East,Wholesale,Fashion,52834,35927.12,16906.88,834,4.9,Consumer
2025-03-28,West,Online,Office,52835,35927.8,16907.2,835,3.5,Enterprise
2025-03-01,North,Retail,Electronics,52836,35928.48,16907.52,836,3.6,SMB
2025-03-02,South,Wholesale,Home,52837,35929.16,16907.84,837,3.7,Consumer
2025-03-03,East,Online,Fashion,52838,35929.84,16908.16,838,3.8,Enterprise
2025-03-04,West,Retail,Office,52839,35930.52,16908.48,839,3.9,SMB
2025-03-05,North,Wholesale,Electronics,52840,35931.2,16908.8,840,4.0,Consumer
2025-03-06,South,Online,Home,52841,35931.88,16909.12,841,4.1,Enterprise
2025-03-07,East,Retail,Fashion,52842,35932.56,16909.44,842,4.2,SMB
2025-03-08,West,Wholesale,Office,52843,35933.24,16909.76,843,4.3,Consumer
2025-03-09,North,Online,Electronics,52844,35933.92,16910.08,844,4.4,Enterprise
2025-03-10,South,Retail,Home,52845,35934.6,16910.4,845,4.5,SMB
2025-03-11,East,Wholesale,Fashion,52846,35935.28,16910.72,846,4.6,Consumer
2025-03-12,West,Online,Office,52847,35935.96,16911.04,847,4.7,Enterprise
2025-03-13,North,Retail,Electronics,52848,35936.64,16911.36,848,4.8,SMB
2025-03-14,South,Wholesale,Home,52849,35937.32,16911.68,849,4.9,Consumer
2025-03-15,East,Online,Fashion,52850,35938.0,16912.0,850,3.5,Enterprise
2025-03-16,West,Retail,Office,52851,35938.68,16912.32,851,3.6,SMB
2025-03-17,North,Wholesale,Electronics,52852,35939.36,16912.64,852,3.7,Consumer
2025-03-18,South,Online,Home,52853,35940.04,16912.96,853,3.8,Enterprise
2025-03-19,East,Retail,Fashion,52854,35940.72,16913.28,854,3.9,SMB
2025-03-20,West,Wholesale,Office,52855,35941.4,16913.6,855,4.0,Consumer
2025-03-21,North,Online,Electronics,52856,35942.08,16913.92,856,4.1,Enterprise
2025-03-22,South,Retail,Home,52857,35942.76,16914.24,857,4.2,SMB
2025-03-23,East,Wholesale,Fashion,52858,35943.44,16914.56,858,4.3,Consumer
2025-03-24,West,Online,Office,52859,35944.12,16914.88,859,4.4,Enterprise
2025-03-25,North,Retail,Electronics,52860,35944.8,16915.2,860,4.5,SMB
2025-03-26,South,Wholesale,Home,52861,35945.48,16915.52,861,4.6,Consumer
2025-03-27,East,Online,Fashion,52862,35946.16,16915.84,862,4.7,Enterprise
2025-03-28,West,Retail,Office,52863,35946.84,16916.16,863,4.8,SMB
2025-03-01,North,Wholesale,Electronics,52864,35947.52,16916.48,864,4.9,Consumer
2025-03-02,South,Online,Home,52865,35948.2,16916.8,865,3.5,Enterprise
2025-03-03,East,Retail,Fashion,52866,35948.88,16917.12,866,3.6,SMB
2025-03-04,West,Wholesale,Office,52867,35949.56,16917.44,867,3.7,Consumer
2025-03-05,North,Online,Electronics,52868,35950.24,16917.76,868,3.8,Enterprise
2025-03-06,South,Retail,Home,52869,35950.92,16918.08,869,3.9,SMB
2025-03-07,East,Wholesale,Fashion,52870,35951.6,16918.4,870,4.0,Consumer
2025-03-08,West,Online,Office,52871,35952.28,16918.72,871,4.1,Enterprise
2025-03-09,North,Retail,Electronics,52872,35952.96,16919.04,872,4.2,SMB
2025-03-10,South,Wholesale,Home,52873,35953.64,16919.36,873,4.3,Consumer
2025-03-11,East,Online,Fashion,52874,35954.32,16919.68,874,4.4,Enterprise
2025-03-12,West,Retail,Office,52875,35955.0,16920.0,875,4.5,SMB
2025-03-13,North,Wholesale,Electronics,52876,35955.68,16920.32,876,4.6,Consumer
2025-03-14,South,Online,Home,52877,35956.36,16920.64,877,4.7,Enterprise
2025-03-15,East,Retail,Fashion,52878,35957.04,16920.96,878,4.8,SMB
2025-03-16,West,Wholesale,Office,52879,35957.72,16921.28,879,4.9,Consumer
2025-03-17,North,Online,Electronics,52880,35958.4,16921.6,880,3.5,Enterprise
2025-03-18,South,Retail,Home,52881,35959.08,16921.92,881,3.6,SMB
2025-03-19,East,Wholesale,Fashion,52882,35959.76,16922.24,882,3.7,Consumer
2025-03-20,West,Online,Office,52883,35960.44,16922.56,883,3.8,Enterprise
2025-03-21,North,Retail,Electronics,52884,35961.12,16922.88,884,3.9,SMB
2025-03-22,South,Wholesale,Home,52885,35961.8,16923.2,885,4.0,Consumer
2025-03-23,East,Online,Fashion,52886,35962.48,16923.52,886,4.1,Enterprise
2025-03-24,West,Retail,Office,52887,35963.16,16923.84,887,4.2,SMB
2025-03-25,North,Wholesale,Electronics,52888,35963.84,16924.16,888,4.3,Consumer
2025-03-26,South,Online,Home,52889,35964.52,16924.48,889,4.4,Enterprise
2025-03-27,East,Retail,Fashion,52890,35965.2,16924.8,890,4.5,SMB
2025-03-28,West,Wholesale,Office,52891,35965.88,16925.12,891,4.6,Consumer
2025-03-01,North,Online,Electronics,52892,35966.56,16925.44,892,4.7,Enterprise
2025-03-02,South,Retail,Home,52893,35967.24,16925.76,893,4.8,SMB
2025-03-03,East,Wholesale,Fashion,52894,35967.92,16926.08,894,4.9,Consumer
2025-03-04,West,Online,Office,52895,35968.6,16926.4,895,3.5,Enterprise
2025-03-05,North,Retail,Electronics,52896,35969.28,16926.72,896,3.6,SMB
2025-03-06,South,Wholesale,Home,52897,35969.96,16927.04,897,3.7,Consumer
2025-03-07,East,Online,Fashion,52898,35970.64,16927.36,898,3.8,Enterprise
2025-03-08,West,Retail,Office,52899,35971.32,16927.68,899,3.9,SMB
2025-03-09,North,Wholesale,Electronics,52900,35972.0,16928.0,900,4.0,Consumer
2025-03-10,South,Online,Home,52901,35972.68,16928.32,901,4.1,Enterprise
2025-03-11,East,Retail,Fashion,52902,35973.36,16928.64,902,4.2,SMB
2025-03-12,West,Wholesale,Office,52903,35974.04,16928.96,903,4.3,Consumer
2025-03-13,North,Online,Electronics,52904,35974.72,16929.28,904,4.4,Enterprise
2025-03-14,South,Retail,Home,52905,35975.4,16929.6,905,4.5,SMB
2025-03-15,East,Wholesale,Fashion,52906,35976.08,16929.92,906,4.6,Consumer
2025-03-16,West,Online,Office,52907,35976.76,16930.24,907,4.7,Enterprise
2025-03-17,North,Retail,Electronics,52908,35977.44,16930.56,908,4.8,SMB
2025-03-18,South,Wholesale,Home,52909,35978.12,16930.88,909,4.9,Consumer
2025-03-19,East,Online,Fashion,52910,35978.8,16931.2,910,3.5,Enterprise
2025-03-20,West,Retail,Office,52911,35979.48,16931.52,911,3.6,SMB
2025-03-21,North,Wholesale,Electronics,52912,35980.16,16931.84,912,3.7,Consumer
2025-03-22,South,Online,Home,52913,35980.84,16932.16,913,3.8,Enterprise
2025-03-23,East,Retail,Fashion,52914,35981.52,16932.48,914,3.9,SMB
2025-03-24,West,Wholesale,Office,52915,35982.2,16932.8,915,4.0,Consumer
2025-03-25,North,Online,Electronics,52916,35982.88,16933.12,916,4.1,Enterprise
2025-03-26,South,Retail,Home,52917,35983.56,16933.44,917,4.2,SMB
2025-03-27,East,Wholesale,Fashion,52918,35984.24,16933.76,918,4.3,Consumer
2025-03-28,West,Online,Office,52919,35984.92,16934.08,919,4.4,Enterprise
2025-03-01,North,Retail,Electronics,52920,35985.6,16934.4,920,4.5,SMB
2025-03-02,South,Wholesale,Home,52921,35986.28,16934.72,921,4.6,Consumer
2025-03-03,East,Online,Fashion,52922,35986.96,16935.04,922,4.7,Enterprise
2025-03-04,West,Retail,Office,52923,35987.64,16935.36,923,4.8,SMB
2025-03-05,North,Wholesale,Electronics,52924,35988.32,16935.68,924,4.9,Consumer
2025-03-06,South,Online,Home,52925,35989.0,16936.0,925,3.5,Enterprise
2025-03-07,East,Retail,Fashion,52926,35989.68,16936.32,926,3.6,SMB
2025-03-08,West,Wholesale,Office,52927,35990.36,16936.64,927,3.7,Consumer
2025-03-09,North,Online,Electronics,52928,35991.04,16936.96,928,3.8,Enterprise
2025-03-10,South,Retail,Home,52929,35991.72,16937.28,929,3.9,SMB
2025-03-11,East,Wholesale,Fashion,52930,35992.4,16937.6,930,4.0,Consumer
2025-03-12,West,Online,Office,52931,35993.08,16937.92,931,4.1,Enterprise
2025-03-13,North,Retail,Electronics,52932,35993.76,16938.24,932,4.2,SMB
2025-03-14,South,Wholesale,Home,52933,35994.44,16938.56,933,4.3,Consumer
2025-03-15,East,Online,Fashion,52934,35995.12,16938.88,934,4.4,Enterprise
2025-03-16,West,Retail,Office,52935,35995.8,16939.2,935,4.5,SMB
2025-03-17,North,Wholesale,Electronics,52936,35996.48,16939.52,936,4.6,Consumer
2025-03-18,South,Online,Home,52937,35997.16,16939.84,937,4.7,Enterprise
2025-03-19,East,Retail,Fashion,52938,35997.84,16940.16,938,4.8,SMB
2025-03-20,West,Wholesale,Office,52939,35998.52,16940.48,939,4.9,Consumer
2025-03-21,North,Online,Electronics,52940,35999.2,16940.8,940,3.5,Enterprise
2025-03-22,South,Retail,Home,52941,35999.88,16941.12,941,3.6,SMB
2025-03-23,East,Wholesale,Fashion,52942,36000.56,16941.44,942,3.7,Consumer
2025-03-24,West,Online,Office,52943,36001.24,16941.76,943,3.8,Enterprise
2025-03-25,North,Retail,Electronics,52944,36001.92,16942.08,944,3.9,SMB
2025-03-26,South,Wholesale,Home,52945,36002.6,16942.4,945,4.0,Consumer
2025-03-27,East,Online,Fashion,52946,36003.28,16942.72,946,4.1,Enterprise
2025-03-28,West,Retail,Office,52947,36003.96,16943.04,947,4.2,SMB
2025-03-01,North,Wholesale,Electronics,52948,36004.64,16943.36,948,4.3,Consumer
2025-03-02,South,Online,Home,52949,36005.32,16943.68,949,4.4,Enterprise
2025-03-03,East,Retail,Fashion,52950,36006.0,16944.0,950,4.5,SMB
2025-03-04,West,Wholesale,Office,52951,36006.68,16944.32,951,4.6,Consumer
2025-03-05,North,Online,Electronics,52952,36007.36,16944.64,952,4.7,Enterprise
2025-03-06,South,Retail,Home,52953,36008.04,16944.96,953,4.8,SMB
2025-03-07,East,Wholesale,Fashion,52954,36008.72,16945.28,954,4.9,Consumer
2025-03-08,West,Online,Office,52955,36009.4,16945.6,955,3.5,Enterprise
2025-03-09,North,Retail,Electronics,52956,36010.08,16945.92,956,3.6,SMB
2025-03-10,South,Wholesale,Home,52957,36010.76,16946.24,957,3.7,Consumer
2025-03-11,East,Online,Fashion,52958,36011.44,16946.56,958,3.8,Enterprise
2025-03-12,West,Retail,Office,52959,36012.12,16946.88,959,3.9,SMB
2025-03-13,North,Wholesale,Electronics,52960,36012.8,16947.2,960,4.0,Consumer
2025-03-14,South,Online,Home,52961,36013.48,16947.52,961,4.1,Enterprise
2025-03-15,East,Retail,Fashion,52962,36014.16,16947.84,962,4.2,SMB
2025-03-16,West,Wholesale,Office,52963,36014.84,16948.16,963,4.3,Consumer
2025-03-17,North,Online,Electronics,52964,36015.52,16948.48,964,4.4,Enterprise
2025-03-18,South,Retail,Home,52965,36016.2,16948.8,965,4.5,SMB
2025-03-19,East,Wholesale,Fashion,52966,36016.88,16949.12,966,4.6,Consumer
2025-03-20,West,Online,Office,52967,36017.56,16949.44,967,4.7,Enterprise
2025-03-21,North,Retail,Electronics,52968,36018.24,16949.76,968,4.8,SMB
2025-03-22,South,Wholesale,Home,52969,36018.92,16950.08,969,4.9,Consumer
2025-03-23,East,Online,Fashion,52970,36019.6,16950.4,970,3.5,Enterprise
2025-03-24,West,Retail,Office,52971,36020.28,16950.72,971,3.6,SMB
2025-03-25,North,Wholesale,Electronics,52972,36020.96,16951.04,972,3.7,Consumer
2025-03-26,South,Online,Home,52973,36021.64,16951.36,973,3.8,Enterprise
2025-03-27,East,Retail,Fashion,52974,36022.32,16951.68,974,3.9,SMB
2025-03-28,West,Wholesale,Office,52975,36023.0,16952.0,975,4.0,Consumer
2025-03-01,North,Online,Electronics,52976,36023.68,16952.32,976,4.1,Enterprise
2025-03-02,South,Retail,Home,52977,36024.36,16952.64,977,4.2,SMB
2025-03-03,East,Wholesale,Fashion,52978,36025.04,16952.96,978,4.3,Consumer
2025-03-04,West,Online,Office,52979,36025.72,16953.28,979,4.4,Enterprise
2025-03-05,North,Retail,Electronics,52980,36026.4,16953.6,980,4.5,SMB
2025-03-06,South,Wholesale,Home,52981,36027.08,16953.92,981,4.6,Consumer
2025-03-07,East,Online,Fashion,52982,36027.76,16954.24,982,4.7,Enterprise
2025-03-08,West,Retail,Office,52983,36028.44,16954.56,983,4.8,SMB
2025-03-09,North,Wholesale,Electronics,52984,36029.12,16954.88,984,4.9,Consumer
2025-03-10,South,Online,Home,52985,36029.8,16955.2,985,3.5,Enterprise
2025-03-11,East,Retail,Fashion,52986,36030.48,16955.52,986,3.6,SMB
2025-03-12,West,Wholesale,Office,52987,36031.16,16955.84,987,3.7,Consumer
2025-03-13,North,Online,Electronics,52988,36031.84,16956.16,988,3.8,Enterprise
2025-03-14,South,Retail,Home,52989,36032.52,16956.48,989,3.9,SMB
2025-03-15,East,Wholesale,Fashion,52990,36033.2,16956.8,990,4.0,Consumer
2025-03-16,West,Online,Office,52991,36033.88,16957.12,991,4.1,Enterprise
2025-03-17,North,Retail,Electronics,52992,36034.56,16957.44,992,4.2,SMB
2025-03-18,South,Wholesale,Home,52993,36035.24,16957.76,993,4.3,Consumer
2025-03-19,East,Online,Fashion,52994,36035.92,16958.08,994,4.4,Enterprise
2025-03-20,West,Retail,Office,52995,36036.6,16958.4,995,4.5,SMB
2025-03-21,North,Wholesale,Electronics,52996,36037.28,16958.72,996,4.6,Consumer
2025-03-22,South,Online,Home,52997,36037.96,16959.04,997,4.7,Enterprise
2025-03-23,East,Retail,Fashion,52998,36038.64,16959.36,998,4.8,SMB
2025-03-24,West,Wholesale,Office,52999,36039.32,16959.68,999,4.9,Consumer
2025-03-25,North,Online,Electronics,53000,36040.0,16960.0,100,3.5,Enterprise
2025-03-26,South,Retail,Home,53001,36040.68,16960.32,101,3.6,SMB
2025-03-27,East,Wholesale,Fashion,53002,36041.36,16960.64,102,3.7,Consumer
2025-03-28,West,Online,Office,53003,36042.04,16960.96,103,3.8,Enterprise
2025-03-01,North,Retail,Electronics,53004,36042.72,16961.28,104,3.9,SMB
2025-03-02,South,Wholesale,Home,53005,36043.4,16961.6,105,4.0,Consumer
2025-03-03,East,Online,Fashion,53006,36044.08,16961.92,106,4.1,Enterprise
2025-03-04,West,Retail,Office,53007,36044.76,16962.24,107,4.2,SMB
2025-03-05,North,Wholesale,Electronics,53008,36045.44,16962.56,108,4.3,Consumer
2025-03-06,South,Online,Home,53009,36046.12,16962.88,109,4.4,Enterprise
2025-03-07,East,Retail,Fashion,53010,36046.8,16963.2,110,4.5,SMB
2025-03-08,West,Wholesale,Office,53011,36047.48,16963.52,111,4.6,Consumer
2025-03-09,North,Online,Electronics,53012,36048.16,16963.84,112,4.7,Enterprise
2025-03-10,South,Retail,Home,53013,36048.84,16964.16,113,4.8,SMB
2025-03-11,East,Wholesale,Fashion,53014,36049.52,16964.48,114,4.9,Consumer
2025-03-12,West,Online,Office,53015,36050.2,16964.8,115,3.5,Enterprise
2025-03-13,North,Retail,Electronics,53016,36050.88,16965.12,116,3.6,SMB
2025-03-14,South,Wholesale,Home,53017,36051.56,16965.44,117,3.7,Consumer
2025-03-15,East,Online,Fashion,53018,36052.24,16965.76,118,3.8,Enterprise
2025-03-16,West,Retail,Office,53019,36052.92,16966.08,119,3.9,SMB
2025-03-17,North,Wholesale,Electronics,53020,36053.6,16966.4,120,4.0,Consumer
2025-03-18,South,Online,Home,53021,36054.28,16966.72,121,4.1,Enterprise
2025-03-19,East,Retail,Fashion,53022,36054.96,16967.04,122,4.2,SMB
2025-03-20,West,Wholesale,Office,53023,36055.64,16967.36,123,4.3,Consumer
2025-03-21,North,Online,Electronics,53024,36056.32,16967.68,124,4.4,Enterprise
2025-03-22,South,Retail,Home,53025,36057.0,16968.0,125,4.5,SMB
2025-03-23,East,Wholesale,Fashion,53026,36057.68,16968.32,126,4.6,Consumer
2025-03-24,West,Online,Office,53027,36058.36,16968.64,127,4.7,Enterprise
2025-03-25,North,Retail,Electronics,53028,36059.04,16968.96,128,4.8,SMB
2025-03-26,South,Wholesale,Home,53029,36059.72,16969.28,129,4.9,Consumer
2025-03-27,East,Online,Fashion,53030,36060.4,16969.6,130,3.5,Enterprise
